ID_PIVO,UMIDADE,TEMPERATURA,PH,N,P,K,ESTADO_BOMBA,CAPTURADO_EM
p3,80,16.67,4,99,38,82,OFF,2026-05-19 01:57:05
p3,68.97,23.21,4,24,88,72,OFF,2026-05-19 01:57:05
p3,69.47,29.32,6.04,86,44,61,OFF,2026-05-19 01:57:12
p2,65.71,25.67,8.33,6,35,5,OFF,2026-05-19 01:57:14
p3,49.34,34.76,6.77,74,48,34,OFF,2026-05-19 01:57:16
p3,49.67,39.9,4,58,90,6,OFF,2026-05-19 01:57:18
p1,75.45,22.2,7.33,33,71,37,OFF,2026-05-19 01:57:22
p2,79.24,18.67,8.05,29,52,49,OFF,2026-05-19 01:57:26
p3,48.67,29.55,4.01,12,66,84,OFF,2026-05-19 01:57:28
p2,77.83,17.54,5.92,20,7,87,OFF,2026-05-19 01:57:28
p2,66.59,24.81,4,86,61,82,ON,2026-05-19 01:57:29
p1,72.95,21.57,5.48,78,35,66,OFF,2026-05-19 01:57:37
p1,69.22,22.14,4.86,11,33,58,OFF,2026-05-19 01:57:46
p2,66.35,31.61,7.53,47,1,92,ON,2026-05-19 01:57:52
p1,45.52,37.11,4,81,13,90,OFF,2026-05-19 01:57:52
p2,68.77,26.7,4,1,92,38,OFF,2026-05-19 01:57:53
p3,60.45,30,5.06,7,29,12,OFF,2026-05-19 01:57:53
p1,73.65,21.69,6.49,41,55,76,OFF,2026-05-19 01:57:53
p1,67.56,22.14,5.43,33,52,22,OFF,2026-05-19 01:57:54
p1,72.15,21.47,4.06,10,86,81,OFF,2026-05-19 01:57:55
p2,72.07,26.43,5.2,91,21,5,OFF,2026-05-19 01:57:56
p3,80,16.95,4,93,92,93,ON,2026-05-19 01:57:58
p1,49.86,33.81,4,80,48,51,OFF,2026-05-19 01:58:04
p2,70.7,23.6,7.61,48,80,12,OFF,2026-05-19 01:58:05
p2,51.22,32.53,4.73,11,100,81,ON,2026-05-19 01:58:11
p2,50.33,39.91,7.27,68,43,84,ON,2026-05-19 01:58:20
p3,69.18,15.29,4.13,74,2,96,OFF,2026-05-19 01:58:21
p1,54.74,33.68,4.54,97,83,81,ON,2026-05-19 01:58:23
p1,67.59,28.72,5.58,61,72,25,OFF,2026-05-19 01:58:23
p1,76.6,18.03,6.42,23,78,35,OFF,2026-05-19 01:58:28
p3,73.94,18.34,8.01,38,34,85,OFF,2026-05-19 01:58:37
p2,72.16,31.4,6.52,0,95,7,OFF,2026-05-19 01:58:40
p2,78.76,15.06,4,86,76,59,OFF,2026-05-19 01:58:44
p1,58.95,36.16,6.26,92,98,91,OFF,2026-05-19 01:58:44
p1,65.49,25.92,6.96,8,83,82,ON,2026-05-19 01:58:44
p2,65.63,22.06,4.94,17,28,9,OFF,2026-05-19 01:58:47
p3,56.32,35.9,5.82,99,58,2,OFF,2026-05-19 01:58:49
p1,73.17,23.63,4,86,3,18,OFF,2026-05-19 01:58:49
p2,66.8,23.47,6.89,56,2,2,OFF,2026-05-19 01:58:51
p2,52.28,39.9,4,94,58,88,OFF,2026-05-19 01:59:01
p1,57.14,30.09,5.6,40,25,14,OFF,2026-05-19 01:59:03
p3,61.23,28.03,4.65,7,77,28,ON,2026-05-19 01:59:06
p3,75.88,24.94,6.26,2,90,1,OFF,2026-05-19 01:59:11
p1,68.09,19.43,4.25,90,1,39,OFF,2026-05-19 01:59:13
p1,68.83,29.37,6.77,34,39,40,OFF,2026-05-19 01:59:15
p3,50,35.88,6.78,43,44,73,OFF,2026-05-19 01:59:15
p2,67.68,24.51,4.92,21,58,18,ON,2026-05-19 01:59:21
p1,43.12,37.55,6.27,86,87,94,OFF,2026-05-19 01:59:21
p2,69.75,19.31,5.93,29,54,40,OFF,2026-05-19 01:59:25
p1,62.24,30.25,4,73,58,53,OFF,2026-05-19 01:59:27
p1,57.83,25.69,7.88,33,37,89,OFF,2026-05-19 01:59:28
p2,67.36,29.9,5.91,17,54,10,OFF,2026-05-19 01:59:29
p1,52.55,35.21,4.34,67,63,68,OFF,2026-05-19 01:59:30
p2,66.02,29.19,7.03,31,68,14,OFF,2026-05-19 01:59:31
p2,54.79,37.81,4.47,47,47,71,OFF,2026-05-19 01:59:34
p1,77.92,23.41,7.19,47,63,86,OFF,2026-05-19 01:59:50
p2,76.25,17.1,5.96,51,51,51,OFF,2026-05-19 01:59:50
p3,73.02,17.46,4,60,23,15,OFF,2026-05-19 01:59:50
p2,76.75,19.68,7.29,20,88,3,ON,2026-05-19 01:59:51
p2,64.79,28.97,4,96,5,94,OFF,2026-05-19 01:59:51
p2,66.42,27.13,4,93,23,94,OFF,2026-05-19 01:59:51
p1,47.07,38.04,4,45,25,53,OFF,2026-05-19 01:59:52
p2,53.6,35.45,4,43,60,88,ON,2026-05-19 01:59:58
p2,57.39,30.53,4.11,18,65,14,OFF,2026-05-19 01:59:58
p2,50.82,37.63,4.98,98,17,58,OFF,2026-05-19 01:59:59
p3,69.57,26.13,7.99,22,83,35,OFF,2026-05-19 02:00:02
p3,57.74,33.57,5.86,71,66,90,OFF,2026-05-19 02:00:04
p1,47.83,39.53,5.7,97,10,49,OFF,2026-05-19 02:00:05
p3,59.11,32.71,7.14,83,79,80,OFF,2026-05-19 02:00:07
p2,58.8,33.67,4.8,18,36,84,ON,2026-05-19 02:00:07
p3,60.24,31.44,6.8,11,75,79,OFF,2026-05-19 02:00:09
p1,61.23,20.84,4.41,28,69,54,OFF,2026-05-19 02:00:15
p3,52.02,37.21,7.21,67,61,59,ON,2026-05-19 02:00:16
p2,74.28,28.29,4,82,88,19,OFF,2026-05-19 02:00:20
p2,68.83,23.26,6.76,12,53,98,ON,2026-05-19 02:00:22
p1,70.4,22.37,5.75,95,10,78,OFF,2026-05-19 02:00:22
p1,70.42,16.66,4,44,59,50,OFF,2026-05-19 02:00:25
p3,76.67,17.96,7.54,30,77,88,OFF,2026-05-19 02:00:39
p2,64.84,39.65,4.19,37,0,81,ON,2026-05-19 02:00:44
p2,73.34,17.57,4,42,2,84,OFF,2026-05-19 02:00:48
p3,56.75,35.44,4,95,24,91,OFF,2026-05-19 02:00:57
p1,70.7,19.78,6.67,17,39,44,OFF,2026-05-19 02:00:58
p1,52.57,31.08,6.1,32,56,29,OFF,2026-05-19 02:00:59
p1,65.08,27.12,4.31,49,69,8,OFF,2026-05-19 02:01:04
